fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
-1.3209707861601039,-0.1656383678305662,-1.4008624331166206,-0.8043088768358304,-0.6770505944011672,-0.024762957028825677,-0.5806475550058622,-1.1625565634832264,0.3178622737036748,-1.240227970099552,-0.8683045088612856
1.1248196617441877,-0.6812641819362374,0.7727958968138898,-0.1074622837006589,3.055418550050428,-0.928089274186784,-0.9421268593142,1.3605015624199754,-0.7774901345482013,-0.21774894429136812,-0.8683045088612856
0.6129100331130568,-1.0823064817962036,0.5140270480126387,-0.24683160232769302,-0.24638107773367562,-1.0284588649821127,-0.9722501346732282,0.6425581932605389,-0.584192650739045,-0.21774894429136812,-1.144488597094715
-0.12651498602079908,4.5895774733661785,-1.4008624331166206,-0.5255702395817617,-0.07889848791854212,-1.22919804657277,-1.0023734100322563,-0.1779485143502946,1.477647176558604,-1.0597904949569315,0.4205545695613817
-0.6384246146519295,0.006236903537990956,-0.7280634262333673,-0.38620092095472747,-0.6531245101418647,0.27634581535716046,-0.7011406564419749,-0.5215356981622948,-0.648625145342098,0.1431260059938736,-0.5000590578833805
-0.7521823099032919,0.23540393202939988,-1.4008624331166206,-0.38620092095472747,2.505118612086411,-0.3258717294148118,-0.008305323184327272,0.006665494862151477,-0.004300199311581836,-0.3380405943864487,-0.9603658716057616
-0.8659400051546544,0.8083215032579238,-1.4008624331166206,-0.45588558026824466,-0.12675065643715003,0.6778241785384753,-0.1890449753384962,0.13486966792632643,0.5755922521158813,0.5040009562791147,-0.6841817833723339
0.27163694735896987,0.4072792033979571,0.09999688993063655,-0.24683160232769302,0.30391886023034176,-1.0284588649821127,-0.9120035839551719,1.0528115470659556,0.3178622737036748,-0.9996446699093912,-1.236549959839191
-0.695303462277611,0.8656132603807762,-1.0385860447948687,-0.45588558026824466,-0.24638107773367562,0.07560663376650303,0.17243432896984165,0.05281899716527723,0.44672726290977804,-0.8192071947667703,-0.8683045088612856
-0.24027268127216106,1.0947802888721851,-1.3491086633563703,-0.45588558026824466,-0.2224549934743705,-0.8277196833914553,-0.3999079028516933,-0.03435984051837312,0.5111597575128312,-0.6989155446716897,-0.7762431461168098
-0.695303462277611,-0.5666806676905326,-0.5210483471923663,-0.5255702395817617,-0.07889848791854212,1.1796721325151187,0.17243432896984165,-0.2087175158856738,1.1554847035433473,-0.09745729419628754,-0.03975224416099937
-0.809061157528973,0.5791544747665143,0.30701196897163774,2.888978066780579,3.5817924037551396,5.094086173532938,2.1003239519476433,0.5758920232671793,-0.584192650739045,-0.5786238945766092,-0.8683045088612856
-0.012757290769436087,1.8109272529078395,-1.3491086633563703,-0.24683160232769302,-0.3660114990302009,-1.0284588649821127,-0.9421268593142,-0.024103506673227734,0.06013229529146835,-0.45833224448152926,0.5126159323058576
-0.695303462277611,1.9828025242763967,-1.1420935843153694,2.1921314736454076,-0.07889848791854212,-1.22919804657277,-0.9421268593142,0.6835835286410635,0.5755922521158813,-0.8192071947667703,-0.2238749696499528
0.9541831188671438,-1.2541817531647608,1.0315647456151409,0.03190703492637553,-0.0071202351406244365,-0.1251325478241544,-0.3697846274926651,1.4887057354842073,0.3178622737036748,0.8648759065643564,0.05230911858347651
3.7981255001512033,-1.8270993243932843,0.8763034363343905,-0.24683160232769302,-0.24638107773367562,-0.5266109110054692,-0.6408941057239185,1.6938324123869442,-1.5506800697848206,1.1054592067545168,-1.144488597094715
0.4422734902360128,-0.7385559390590896,1.186826054895892,-0.5255702395817617,-0.3420854147708961,-0.8277196833914553,-0.8818803085961437,-1.0907622265673227,-0.648625145342098,0.20327183104141322,1.8935363734730009
0.8404254236157818,-0.1656383678305662,1.1350722851356416,0.03190703492637553,3.9406836676447163,-1.0284588649821127,-0.7613872071600312,1.1553748855172956,-0.004300199311581836,0.8047300815168161,0.2364318440724283
-1.1503342432830603,2.5843659740663463,-1.3491086633563703,-0.38620092095472747,-0.6770505944011672,-0.024762957028825677,-0.3697846274926651,-0.9574298865805465,1.8642421441769137,-1.1800821450520118,0.6967386577948094
0.4422734902360128,0.7510297461350715,-0.6245558867128669,0.45001499080747853,0.27999277597103434,-0.6269805018007979,0.4134205318420669,1.5451155716324216,-0.19759768312073814,-0.6989155446716897,-0.7762431461168098
0.8973042712414627,1.20936380311789,-0.41754080767186585,2.2618161329589244,0.614957955601308,1.781889677287091,0.9255162129455455,1.0425552132208102,-1.0996526075634578,-0.6387697196241495,-0.9603658716057616
-0.7521823099032919,0.17811217490654813,-0.7280634262333673,-0.664939558208796,-0.19852890921506539,0.9789329509244614,-0.09867514926141174,-0.23435835049850878,0.18899728449757158,-0.39818641943398897,-1.144488597094715
2.0348812237550864,-0.8531394533047943,1.1350722851356416,0.10159169423989275,0.30391886023034176,-0.3258717294148118,-0.09867514926141174,1.8733182546767322,-0.9707876183573547,-0.2778947693389084,-0.13181360690547528
-0.524666919400567,0.12082041778369575,-0.41754080767186585,-0.5255702395817617,-0.07889848791854212,-0.024762957028825677,-0.33966135213363696,-0.1010260105117327,1.1554847035433473,0.1431260059938736,0.05230911858347651
0.1578792521076069,-0.8531394533047943,0.46227327825238834,0.3106456721804441,-0.10282457217784491,1.480780904901105,2.220817053383756,0.1297415010037822,-0.7130576399451483,-0.5786238945766092,-0.9603658716057616
2.3761543095091735,-0.8531394533047943,1.7043637524983943,0.03190703492637553,-0.10282457217784491,1.5811504956964337,0.805023111509433,1.4630649008713723,-1.3573825859756643,0.4438551312315744,0.05230911858347651
2.0917600713807674,-0.795847696181942,2.014886371059896,0.3106456721804441,0.1842884389338162,-0.3258717294148118,-0.4601544535697496,1.4630649008713723,-0.8419226291512515,-0.15760311924382783,0.3284932068169058
-0.06963613839511809,0.23540393202939988,-0.05526441935011406,-0.24683160232769302,-0.605272341623252,1.2800417233104475,0.5941601839962358,-0.43435686047864447,-0.06873269391463488,-1.3605196201946326,-0.3159363323944287
0.1578792521076069,-0.2229301249534186,0.04824312017038653,-0.45588558026824466,0.5910318713420029,0.47708499694781786,2.732912734487235,0.23230483945512215,-2.4527349942275407,7.781645787031483,-0.5000590578833805
